model,ablation,question_id,meta_info,dss,correct_alpha,correct_beta,correct_gamma,correct_answer,final_alpha,final_beta,final_gamma
llama31,full,MQ_0043,step1,0.7607,True,True,True,D,D,D,D
llama31,full,MQ_0868,step1,0.7611,True,False,False,B,B,D,D
llama31,full,MQ_0390,step2&3,0.7619,False,False,False,C,D,D,D
llama31,full,MQ_0343,step1,0.762,True,True,False,B,B,B,D
llama31,full,MQ_0954,step1,0.7625,False,True,True,C,B,C,C
llama31,full,MQ_0598,step2&3,0.7626,True,True,False,B,B,B,C
llama31,full,MQ_0537,step1,0.763,True,True,True,B,B,B,B
llama31,full,MQ_0896,step1,0.7631,False,True,False,C,A,C,A
llama31,full,MQ_0497,step2&3,0.7645,False,False,False,A,D,D,D
llama31,full,MQ_0286,step2&3,0.7648,True,True,True,C,C,C,C
llama31,full,MQ_0875,step2&3,0.765,False,False,False,C,A,A,A
llama31,full,MQ_0051,step2&3,0.7654,False,False,False,B,D,D,D
llama31,full,MQ_0138,step1,0.7656,False,False,False,C,A,A,A
llama31,full,MQ_0532,step1,0.7656,True,True,True,A,A,A,A
llama31,full,MQ_0782,step2&3,0.7677,False,False,False,B,A,A,A
llama31,full,MQ_0302,step2&3,0.7678,False,True,True,A,B,A,A
llama31,full,MQ_0367,step2&3,0.7682,True,True,True,C,C,C,C
llama31,full,MQ_0003,step2&3,0.7687,True,True,True,C,C,C,C
llama31,full,MQ_0571,step1,0.7693,False,False,False,B,A,A,A
llama31,full,MQ_0240,step1,0.7698,False,False,False,D,C,C,C
llama31,full,MQ_0496,step1,0.7703,False,False,True,B,D,D,B
llama31,full,MQ_0667,step2&3,0.7708,True,True,True,C,C,C,C
llama31,full,MQ_0063,step2&3,0.7728,False,False,False,B,C,C,C
llama31,full,MQ_0663,step2&3,0.7728,True,True,True,D,D,D,D
llama31,full,MQ_0450,step2&3,0.7729,True,True,True,C,C,C,C
llama31,full,MQ_0246,step1,0.7731,False,False,False,B,A,A,A
llama31,full,MQ_0035,step2&3,0.7732,True,True,True,A,A,A,A
llama31,full,MQ_0499,step2&3,0.7734,False,False,True,D,A,B,D
llama31,full,MQ_0509,step2&3,0.7738,False,False,False,D,C,C,C
llama31,full,MQ_0562,step2&3,0.7738,True,True,True,D,D,D,D
llama31,full,MQ_0642,step1,0.7745,True,False,True,C,C,A,C
llama31,full,MQ_0299,step1,0.7747,True,True,False,A,A,A,B
llama31,full,MQ_0879,step1,0.7753,False,False,False,A,C,C,C
llama31,full,MQ_0329,step2&3,0.7758,False,False,False,C,B,B,B
llama31,full,MQ_0955,step2&3,0.7759,False,False,False,C,A,A,A
llama31,full,MQ_0333,step2&3,0.7762,True,False,True,C,C,A,C
llama31,full,MQ_0149,step2&3,0.7764,True,True,True,C,C,C,C
llama31,full,MQ_0485,step2&3,0.7764,False,True,False,B,A,B,A
llama31,full,MQ_0659,step1,0.7768,True,True,True,B,B,B,B
llama31,full,MQ_0699,step2&3,0.7768,False,True,True,A,C,A,A
llama31,full,MQ_0802,step2&3,0.7772,True,True,True,D,D,D,D
llama31,full,MQ_0770,step1,0.7773,False,False,False,C,D,D,A
llama31,full,MQ_0883,step2&3,0.7773,True,False,False,A,A,C,C
llama31,full,MQ_0342,step2&3,0.7774,False,False,False,A,B,B,B
llama31,full,MQ_0411,step2&3,0.7783,True,True,True,B,B,B,B
llama31,full,MQ_0402,step2&3,0.7786,True,True,True,A,A,A,A
llama31,full,MQ_0423,step2&3,0.7792,True,True,True,A,A,A,A
llama31,full,MQ_0661,step1,0.7794,True,True,False,B,B,B,D
llama31,full,MQ_0819,step1,0.7799,True,True,False,B,B,B,A
llama31,full,MQ_0564,step2&3,0.7801,True,True,True,C,C,C,C
llama31,full,MQ_0581,step1,0.7804,False,False,True,D,C,B,D
llama31,full,MQ_0280,step2&3,0.7808,False,False,False,C,B,A,D
llama31,full,MQ_0301,step2&3,0.7811,False,False,False,B,D,C,D
llama31,full,MQ_0478,step2&3,0.7817,True,True,True,D,D,D,D
llama31,full,MQ_0694,step2&3,0.782,True,True,True,C,C,C,C
llama31,full,MQ_0825,step2&3,0.7827,True,True,True,A,A,A,A
llama31,full,MQ_0493,step2&3,0.7828,False,False,False,C,A,A,A
llama31,full,MQ_0748,step2&3,0.783,True,True,True,C,C,C,C
llama31,full,MQ_0072,step2&3,0.7837,True,True,True,A,A,A,A
llama31,full,MQ_0884,step1,0.7843,False,False,True,C,D,B,C
llama31,full,MQ_0187,step2&3,0.7845,True,True,True,A,A,A,A
llama31,full,MQ_0740,step2&3,0.7852,True,True,True,A,A,A,A
llama31,full,MQ_0859,step2&3,0.7853,True,True,True,A,A,A,A
llama31,full,MQ_0171,step2&3,0.7854,True,True,True,A,A,A,A
llama31,full,MQ_0523,step2&3,0.7856,True,False,True,D,D,B,D
llama31,full,MQ_0628,step2&3,0.7857,False,False,False,D,C,C,C
llama31,full,MQ_0614,step2&3,0.786,False,True,False,C,D,C,A
llama31,full,MQ_0436,step1,0.7861,True,False,False,A,A,D,D
llama31,full,MQ_0976,step2&3,0.7862,False,False,False,A,C,C,C
llama31,full,MQ_0682,step2&3,0.7865,True,True,True,D,D,D,D
llama31,full,MQ_0143,step2&3,0.7866,False,True,True,C,A,C,C
llama31,full,MQ_0256,step1,0.7866,False,False,False,D,A,A,A
llama31,full,MQ_0687,step2&3,0.7879,True,True,True,A,A,A,A
llama31,full,MQ_0572,step1,0.788,False,False,False,B,D,A,D
llama31,full,MQ_0339,step2&3,0.7881,True,True,True,D,D,D,D
llama31,full,MQ_0322,step1,0.7883,True,True,True,B,B,B,B
llama31,full,MQ_0936,step1,0.7885,True,True,False,D,D,D,C
llama31,full,MQ_0786,step1,0.7887,True,True,True,C,C,C,C
llama31,full,MQ_0251,step1,0.7891,True,True,True,A,A,A,A
llama31,full,MQ_0579,step2&3,0.7891,True,True,True,A,A,A,A
llama31,full,MQ_0912,step2&3,0.7891,True,True,False,C,C,C,D
llama31,full,MQ_0350,step2&3,0.7892,False,False,False,D,B,B,B
llama31,full,MQ_0453,step2&3,0.7893,True,False,True,A,A,D,A
llama31,full,MQ_0312,step2&3,0.7902,True,True,True,B,B,B,B
llama31,full,MQ_0249,step1,0.7915,True,True,True,A,A,A,A
llama31,full,MQ_0023,step2&3,0.7916,False,False,False,A,C,C,C
llama31,full,MQ_0573,step2&3,0.7917,False,False,False,C,D,B,D
llama31,full,MQ_0644,step2&3,0.7918,True,True,True,D,D,D,D
llama31,full,MQ_0019,step2&3,0.7919,False,False,False,C,A,A,A
llama31,full,MQ_0646,step2&3,0.7921,True,True,True,A,A,A,A
llama31,full,MQ_0723,step2&3,0.7921,True,True,True,B,B,B,B
llama31,full,MQ_0760,step2&3,0.7921,False,True,True,A,C,A,A
llama31,full,MQ_0584,step2&3,0.7923,True,True,True,C,C,C,C
llama31,full,MQ_0757,step1,0.7924,False,False,False,D,A,A,A
llama31,full,MQ_0344,step1,0.793,True,False,False,B,B,A,A
llama31,full,MQ_0966,step1,0.793,True,True,True,A,A,A,A
llama31,full,MQ_0384,step1,0.7931,True,True,True,C,C,C,C
llama31,full,MQ_0442,step2&3,0.7931,True,True,True,B,B,B,B
llama31,full,MQ_0542,step1,0.7932,False,False,False,D,C,C,C
llama31,full,MQ_0981,step1,0.7933,True,True,True,B,B,B,B
llama31,full,MQ_0318,step2&3,0.7936,True,True,True,A,A,A,A
llama31,full,MQ_0067,step2&3,0.7939,True,True,False,B,B,B,A
llama31,full,MQ_0424,step2&3,0.7941,True,False,False,B,B,A,A
llama31,full,MQ_0461,step1,0.7942,False,False,True,A,D,D,A
llama31,full,MQ_0848,step2&3,0.7942,True,True,True,A,A,A,A
llama31,full,MQ_0582,step1,0.7943,True,True,True,A,A,A,A
llama31,full,MQ_0405,step2&3,0.795,True,False,False,B,B,A,A
llama31,full,MQ_0811,step2&3,0.7951,True,True,True,B,B,B,B
llama31,full,MQ_0734,step2&3,0.7959,True,True,True,C,C,C,C
llama31,full,MQ_0472,step1,0.7962,True,True,True,B,B,B,B
llama31,full,MQ_0536,step2&3,0.7962,True,True,False,A,A,A,C
llama31,full,MQ_0034,step2&3,0.7972,True,False,False,B,B,A,A
llama31,full,MQ_0657,step2&3,0.7976,True,False,False,B,B,A,A
llama31,full,MQ_0224,step1,0.7979,False,False,False,A,B,B,B
llama31,full,MQ_0107,step2&3,0.798,False,False,False,B,A,A,A
llama31,full,MQ_0407,step2&3,0.7981,True,True,True,D,D,D,D
llama31,full,MQ_0377,step2&3,0.7982,True,True,True,A,A,A,A
llama31,full,MQ_0208,step2&3,0.7984,True,True,True,D,D,D,D
llama31,full,MQ_0215,step2&3,0.7985,True,True,False,B,B,B,A
llama31,full,MQ_0030,step2&3,0.7986,True,True,True,D,D,D,D
llama31,full,MQ_0144,step1,0.7987,False,False,True,D,C,C,D
llama31,full,MQ_0674,step2&3,0.7988,True,False,False,C,C,D,A
llama31,full,MQ_0148,step1,0.7989,False,False,True,C,B,B,C
llama31,full,MQ_0464,step2&3,0.7994,True,True,True,D,D,D,D
llama31,full,MQ_0040,step1,0.7997,True,True,True,A,A,A,A
llama31,full,MQ_0055,step1,0.7997,True,True,True,A,A,A,A
llama31,full,MQ_0791,step2&3,0.7999,True,True,True,B,B,B,B
llama32,full,MQ_0810,step1,0.4318,False,False,True,A,C,B,A
llama32,full,MQ_0382,step1,0.5259,True,False,False,B,B,A,A
llama32,full,MQ_0298,step2&3,0.5525,False,True,True,A,B,A,A
llama32,full,MQ_0991,step1,0.5582,True,False,False,B,B,C,C
llama32,full,MQ_0773,step1,0.5622,False,False,False,D,A,C,A
llama32,full,MQ_0070,step2&3,0.5627,False,False,False,B,D,C,A
llama32,full,MQ_0942,step2&3,0.5675,True,True,False,D,D,D,C
llama32,full,MQ_0256,step1,0.568,False,False,True,D,A,B,D
llama32,full,MQ_0253,step2&3,0.5754,False,True,False,C,A,C,A
llama32,full,MQ_0116,step2&3,0.5776,False,False,False,A,C,D,D
llama32,full,MQ_0060,step2&3,0.5815,False,False,False,C,A,A,A
llama32,full,MQ_0177,step1,0.5845,False,False,False,C,D,D,B
llama32,full,MQ_0028,step2&3,0.5874,False,False,False,D,A,A,A
llama32,full,MQ_0111,step2&3,0.5956,True,False,True,B,B,A,B
llama32,full,MQ_0629,step2&3,0.5984,False,False,False,D,B,A,A
llama32,full,MQ_0752,step2&3,0.5994,False,False,False,D,B,B,B
llama32,full,MQ_0008,step2&3,0.6013,False,False,False,B,C,A,A
llama32,full,MQ_0923,step2&3,0.6048,False,False,False,C,B,B,B
llama32,full,MQ_0152,step1,0.6057,False,False,False,B,C,C,A
llama32,full,MQ_0387,step2&3,0.612,False,True,False,B,D,B,A
llama32,full,MQ_0343,step1,0.6173,True,True,False,B,B,B,D
llama32,full,MQ_0490,step2&3,0.6191,False,True,True,A,B,A,A
llama32,full,MQ_0688,step2&3,0.6198,False,False,False,B,A,A,A
llama32,full,MQ_0755,step2&3,0.6219,False,False,False,D,B,B,A
llama32,full,MQ_0977,step2&3,0.6237,True,True,True,A,A,A,A
llama32,full,MQ_0439,step2&3,0.6301,False,False,False,D,A,A,A
llama32,full,MQ_0856,step1,0.6309,True,True,True,A,A,A,A
llama32,full,MQ_0160,step2&3,0.6321,False,False,False,D,A,A,B
llama32,full,MQ_0556,step2&3,0.635,False,False,False,D,C,A,A
llama32,full,MQ_0442,step2&3,0.6351,False,False,False,B,C,A,A
llama32,full,MQ_0784,step2&3,0.6361,True,True,True,A,A,A,A
llama32,full,MQ_0476,step2&3,0.6378,False,False,False,D,A,C,C
llama32,full,MQ_0829,step2&3,0.6414,False,False,False,A,C,D,C
llama32,full,MQ_0333,step2&3,0.6425,False,True,True,C,A,C,C
llama32,full,MQ_0262,step2&3,0.6432,False,False,True,A,D,C,A
llama32,full,MQ_0854,step1,0.649,True,False,False,C,C,B,B
llama32,full,MQ_0208,step2&3,0.6498,False,True,True,D,A,D,D
llama32,full,MQ_0425,step2&3,0.6505,False,False,False,A,B,B,B
llama32,full,MQ_0861,step2&3,0.6512,True,False,True,A,A,C,A
llama32,full,MQ_0092,step2&3,0.6518,True,False,True,A,A,B,A
llama32,full,MQ_0200,step1,0.6521,False,False,False,A,C,C,C
llama32,full,MQ_0199,step2&3,0.6534,True,True,False,B,B,B,C
llama32,full,MQ_0570,step2&3,0.6536,False,False,False,D,A,B,B
llama32,full,MQ_0643,step1,0.6576,True,False,True,A,A,C,A
llama32,full,MQ_0188,step2&3,0.6579,True,True,True,A,A,A,A
llama32,full,MQ_0729,step1,0.6597,True,False,False,C,C,A,A
llama32,full,MQ_0613,step2&3,0.6598,False,False,False,C,B,B,A
llama32,full,MQ_0337,step2&3,0.6605,False,False,False,C,A,B,D
llama32,full,MQ_0023,step2&3,0.6615,True,False,True,A,A,D,A
llama32,full,MQ_0617,step2&3,0.6634,False,False,False,D,B,B,C
llama32,full,MQ_0798,step2&3,0.6646,False,False,False,C,A,D,A
llama32,full,MQ_0251,step1,0.6664,True,True,True,A,A,A,A
llama32,full,MQ_0513,step1,0.6701,True,False,True,D,D,A,D
llama32,full,MQ_0615,step2&3,0.6704,False,False,False,C,B,A,A
llama32,full,MQ_0935,step1,0.6707,False,False,True,A,B,B,A
llama32,full,MQ_0717,step1,0.6739,False,True,True,B,A,B,B
llama32,full,MQ_0114,step2&3,0.6753,False,True,True,C,A,C,C
llama32,full,MQ_0112,step2&3,0.6761,False,False,False,C,D,D,D
llama32,full,MQ_0908,step2&3,0.6761,True,True,True,A,A,A,A
llama32,full,MQ_0326,step2&3,0.6763,True,True,True,B,B,B,B
llama32,full,MQ_0497,step2&3,0.6769,False,False,False,A,D,C,D
llama32,full,MQ_0393,step2&3,0.6774,True,True,True,C,C,C,C
llama32,full,MQ_0469,step2&3,0.6798,False,False,False,B,A,A,A
llama32,full,MQ_0805,step1,0.68,False,True,True,A,B,A,A
llama32,full,MQ_0628,step2&3,0.6801,False,False,False,D,C,C,A
llama32,full,MQ_0039,step2&3,0.6809,True,True,True,D,D,D,D
llama32,full,MQ_0132,step2&3,0.6814,False,False,False,D,B,A,A
llama32,full,MQ_0960,step1,0.6814,False,True,True,A,D,A,A
llama32,full,MQ_0879,step1,0.6821,False,False,True,A,C,D,A
llama32,full,MQ_0947,step2&3,0.683,False,False,False,B,A,C,C
llama32,full,MQ_0458,step2&3,0.6835,False,False,False,B,C,C,A
llama32,full,MQ_0774,step2&3,0.6836,True,False,True,B,B,A,B
llama32,full,MQ_0753,step2&3,0.6877,False,False,False,C,A,A,A
llama32,full,MQ_0447,step2&3,0.6882,False,False,True,B,A,A,B
llama32,full,MQ_0652,step2&3,0.6883,False,False,False,D,C,B,A
llama32,full,MQ_0711,step2&3,0.6884,True,True,True,C,C,C,C
llama32,full,MQ_0150,step1,0.6888,False,False,False,D,B,B,C
llama32,full,MQ_0918,step2&3,0.6897,False,True,False,D,A,D,A
llama32,full,MQ_0396,step1,0.6909,False,False,False,A,C,B,C
llama32,full,MQ_0228,step2&3,0.6917,True,False,False,A,A,D,D
llama32,full,MQ_0067,step2&3,0.693,True,True,False,B,B,B,A
llama32,full,MQ_0687,step2&3,0.6938,True,False,False,A,A,B,D
llama32,full,MQ_0863,step2&3,0.6945,False,True,False,A,B,A,C
llama32,full,MQ_0593,step2&3,0.6948,False,False,False,B,D,D,D
llama32,full,MQ_0658,step2&3,0.6951,False,False,False,D,B,B,B
llama32,full,MQ_0271,step2&3,0.6954,False,False,True,A,B,B,A
llama32,full,MQ_0849,step2&3,0.7019,False,False,False,B,D,A,A
llama32,full,MQ_0544,step2&3,0.702,False,True,True,A,B,A,A
llama32,full,MQ_0130,step2&3,0.7023,False,False,False,C,A,A,B
llama32,full,MQ_0419,step2&3,0.7025,False,False,False,B,C,C,C
llama32,full,MQ_0563,step2&3,0.7034,False,True,False,C,A,C,B
llama32,full,MQ_0534,step1,0.7061,False,False,False,D,C,B,B
llama32,full,MQ_0781,step2&3,0.7093,True,True,True,B,B,B,B
llama32,full,MQ_0901,step2&3,0.7096,True,True,True,C,C,C,C
llama32,full,MQ_0405,step2&3,0.7097,True,False,True,B,B,A,B
llama32,full,MQ_0549,step2&3,0.7114,False,False,True,B,A,A,B
llama32,full,MQ_0062,step1,0.7135,True,True,True,A,A,A,A
llama32,full,MQ_0234,step2&3,0.7138,True,False,False,B,B,A,A
llama32,full,MQ_0926,step2&3,0.7151,True,True,True,A,A,A,A
llama32,full,MQ_0631,step2&3,0.7156,True,False,False,D,D,C,A
llama32,full,MQ_0051,step2&3,0.7159,False,False,False,B,D,A,A
llama32,full,MQ_0493,step2&3,0.7162,False,False,False,C,A,A,A
llama32,full,MQ_0010,step1,0.7169,False,True,False,B,A,B,A
llama32,full,MQ_0006,step2&3,0.7174,False,False,False,C,D,B,B
llama32,full,MQ_0992,step2&3,0.7183,False,False,False,B,C,A,D
llama32,full,MQ_0110,step2&3,0.7196,False,False,False,D,C,A,C
llama32,full,MQ_0817,step2&3,0.7198,False,True,False,D,C,D,C
llama32,full,MQ_0093,step2&3,0.7203,False,False,False,B,A,A,A
llama32,full,MQ_0597,step1,0.7214,False,False,False,D,C,C,C
llama32,full,MQ_0305,step2&3,0.7216,False,False,False,C,B,B,B
llama32,full,MQ_0079,step2&3,0.7228,False,False,True,B,A,A,B
llama32,full,MQ_0389,step2&3,0.723,False,False,False,D,C,C,B
llama32,full,MQ_0277,step1,0.7241,False,False,False,C,B,D,B
llama32,full,MQ_0506,step2&3,0.7241,True,True,True,D,D,D,D
llama32,full,MQ_0302,step2&3,0.725,False,True,False,A,B,A,B
llama32,full,MQ_0961,step2&3,0.7252,False,False,True,A,B,B,A
llama32,full,MQ_0162,step2&3,0.7264,True,False,False,C,C,A,A
llama32,full,MQ_0892,step2&3,0.7264,False,True,False,C,D,C,A
llama32,full,MQ_0685,step2&3,0.7269,False,False,True,C,B,D,C
llama32,full,MQ_0587,step2&3,0.727,True,True,True,B,B,B,B
llama32,full,MQ_0055,step1,0.7276,True,True,False,A,A,A,D
llama32,full,MQ_0164,step2&3,0.7286,False,False,True,B,A,A,B
llama32,full,MQ_0278,step2&3,0.7286,False,True,True,B,A,B,B
llama32,full,MQ_0500,step2&3,0.7289,False,False,False,D,A,A,A
llama32,full,MQ_0137,step1,0.7292,False,False,False,B,A,D,A
llama32,full,MQ_0019,step2&3,0.7296,True,True,False,C,C,C,B
llama32,full,MQ_0832,step2&3,0.7321,False,False,False,C,B,B,B
llama32,full,MQ_0582,step1,0.7326,False,False,True,A,B,C,A
llama32,full,MQ_0776,step2&3,0.7327,False,False,False,D,A,A,A
llama32,full,MQ_0014,step2&3,0.7336,False,False,False,D,B,B,A
llama32,full,MQ_0864,step2&3,0.7341,True,False,True,C,C,D,C
llama32,full,MQ_0573,step2&3,0.7345,False,False,False,C,D,B,D
llama32,full,MQ_0924,step2&3,0.7351,True,True,False,B,B,B,C
llama32,full,MQ_0213,step2&3,0.7358,False,True,False,D,A,D,A
llama32,full,MQ_0226,step1,0.7359,False,False,False,A,C,C,C
llama32,full,MQ_0358,step2&3,0.736,True,True,True,A,A,A,A
llama32,full,MQ_0034,step2&3,0.7369,False,False,False,B,A,A,A
llama32,full,MQ_0170,step1,0.7374,False,False,False,D,B,A,A
llama32,full,MQ_0214,step2&3,0.7375,False,True,False,C,D,C,D
llama32,full,MQ_0937,step2&3,0.7379,False,False,False,B,C,C,C
llama32,full,MQ_0107,step2&3,0.7384,False,False,False,B,A,C,A
llama32,full,MQ_0537,step1,0.7386,True,True,True,B,B,B,B
llama32,full,MQ_0734,step2&3,0.7388,True,True,True,C,C,C,C
llama32,full,MQ_0910,step2&3,0.7396,True,False,True,A,A,D,A
llama32,full,MQ_0963,step2&3,0.7404,True,True,False,D,D,D,A
llama32,full,MQ_0312,step2&3,0.7406,False,False,False,B,D,D,D
llama32,full,MQ_0416,step2&3,0.7411,False,True,True,C,A,C,C
llama32,full,MQ_0135,step2&3,0.7415,True,True,True,B,B,B,B
llama32,full,MQ_0550,step1,0.7415,True,True,True,B,B,B,B
llama32,full,MQ_0528,step1,0.7424,True,True,True,C,C,C,C
llama32,full,MQ_0791,step2&3,0.7434,True,True,False,B,B,B,A
llama32,full,MQ_0614,step2&3,0.7437,False,False,False,C,A,D,A
llama32,full,MQ_0504,step2&3,0.7439,True,False,False,D,D,A,A
llama32,full,MQ_0768,step2&3,0.7443,True,True,True,D,D,D,D
llama32,full,MQ_0547,step2&3,0.7448,False,True,True,B,C,B,B
llama32,full,MQ_0095,step2&3,0.7454,True,True,True,C,C,C,C
llama32,full,MQ_0009,step2&3,0.7456,False,True,True,D,C,D,D
llama32,full,MQ_0299,step1,0.7461,True,True,True,A,A,A,A
llama32,full,MQ_0667,step2&3,0.7472,True,True,True,C,C,C,C
llama32,full,MQ_0350,step2&3,0.7479,True,True,True,D,D,D,D
llama32,full,MQ_0308,step2&3,0.7482,True,True,True,B,B,B,B
llama32,full,MQ_0800,step2&3,0.749,False,False,False,D,B,B,B
llama32,full,MQ_0646,step2&3,0.7505,True,True,True,A,A,A,A
llama32,full,MQ_0586,step2&3,0.7508,False,False,False,A,B,C,B
llama32,full,MQ_0072,step2&3,0.751,True,True,True,A,A,A,A
llama32,full,MQ_0233,step2&3,0.751,False,False,False,A,D,B,B
llama32,full,MQ_0589,step1,0.751,False,True,False,A,B,A,C
llama32,full,MQ_0833,step2&3,0.7516,False,False,False,D,C,C,A
llama32,full,MQ_0237,step1,0.7519,True,False,False,C,C,A,D
llama32,full,MQ_0584,step2&3,0.7523,False,False,False,C,A,B,A
llama32,full,MQ_0539,step2&3,0.7525,False,False,False,C,A,A,A
llama32,full,MQ_0575,step2&3,0.7529,True,False,True,A,A,C,A
llama32,full,MQ_0916,step1,0.753,True,True,False,A,A,A,C
llama32,full,MQ_0668,step1,0.7533,False,True,False,B,A,B,A
llama32,full,MQ_0165,step2&3,0.7534,False,True,False,D,A,D,A
llama32,full,MQ_0509,step2&3,0.7536,False,False,False,D,C,C,C
llama32,full,MQ_0230,step2&3,0.7537,False,False,False,B,A,A,C
llama32,full,MQ_0686,step1,0.7545,False,True,False,A,D,A,D
llama32,full,MQ_0878,step2&3,0.7551,False,False,False,C,B,B,B
llama32,full,MQ_0217,step2&3,0.7554,True,False,False,B,B,C,D
llama32,full,MQ_0807,step2&3,0.7556,False,True,False,C,B,C,B
llama32,full,MQ_0158,step2&3,0.7558,False,True,False,C,D,C,A
llama32,full,MQ_0771,step2&3,0.7571,False,False,False,C,A,A,A
llama32,full,MQ_0029,step2&3,0.7575,False,False,True,D,C,C,D
llama32,full,MQ_0406,step2&3,0.7575,True,True,True,C,C,C,C
llama32,full,MQ_0917,step2&3,0.7581,False,False,False,D,C,C,C
llama32,full,MQ_0634,step2&3,0.7584,False,False,False,C,B,B,D
llama32,full,MQ_0790,step2&3,0.7587,True,True,True,A,A,A,A
llama32,full,MQ_0637,step1,0.7594,True,False,True,A,A,B,A
llama32,full,MQ_0260,step1,0.7595,True,True,True,A,A,A,A
llama32,full,MQ_0272,step1,0.7598,True,False,False,B,B,A,A
llama32,full,MQ_0178,step1,0.76,True,True,True,C,C,C,C
llama32,full,MQ_0463,step2&3,0.7606,False,False,False,B,C,C,C
llama32,full,MQ_0852,step2&3,0.7617,True,True,False,C,C,C,B
llama32,full,MQ_0635,step2&3,0.7619,False,False,False,D,C,C,B
llama32,full,MQ_0714,step2&3,0.7624,False,True,False,A,D,A,D
llama32,full,MQ_0505,step2&3,0.7626,True,True,True,C,C,C,C
llama32,full,MQ_0610,step2&3,0.7631,True,True,True,B,B,B,B
llama32,full,MQ_0638,step2&3,0.7658,False,False,False,D,B,B,B
llama32,full,MQ_0391,step1,0.7662,False,False,False,C,B,B,A
llama32,full,MQ_0704,step2&3,0.7664,False,False,False,B,A,A,A
llama32,full,MQ_0694,step2&3,0.7667,True,True,True,C,C,C,C
llama32,full,MQ_0356,step1,0.7668,False,False,False,B,A,A,A
llama32,full,MQ_0793,step2&3,0.7676,False,False,False,D,B,A,A
llama32,full,MQ_0468,step2&3,0.768,False,False,False,A,C,C,C
llama32,full,MQ_0106,step2&3,0.7683,False,False,False,B,A,A,A
llama32,full,MQ_0542,step1,0.7683,False,False,False,D,A,C,C
llama32,full,MQ_0853,step2&3,0.7683,False,True,False,C,A,C,A
llama32,full,MQ_0873,step2&3,0.7683,False,False,False,D,B,A,A
llama32,full,MQ_0475,step1,0.769,False,False,False,D,B,A,B
llama32,full,MQ_0176,step2&3,0.7691,True,True,True,A,A,A,A
llama32,full,MQ_0834,step1,0.7691,False,True,False,C,B,C,B
llama32,full,MQ_0581,step1,0.77,False,False,False,D,C,C,A
llama32,full,MQ_0320,step1,0.7706,False,False,False,C,A,A,A
llama32,full,MQ_0184,step2&3,0.7708,True,True,True,B,B,B,B
llama32,full,MQ_0398,step2&3,0.7712,True,True,False,A,A,A,C
llama32,full,MQ_0551,step1,0.7712,False,False,False,B,C,C,C
llama32,full,MQ_0329,step2&3,0.7719,False,False,False,C,B,B,B
llama32,full,MQ_0117,step1,0.7721,True,True,True,C,C,C,C
llama32,full,MQ_0115,step1,0.7727,True,True,False,A,A,A,C
llama32,full,MQ_0588,step2&3,0.7728,True,True,True,B,B,B,B
llama32,full,MQ_0655,step2&3,0.7729,False,False,False,D,A,C,A
llama32,full,MQ_0608,step1,0.7731,True,True,True,B,B,B,B
llama32,full,MQ_0287,step2&3,0.7736,False,False,False,A,B,B,B
llama32,full,MQ_0016,step2&3,0.7737,False,False,False,D,A,B,C
llama32,full,MQ_0572,step1,0.7737,True,False,False,B,B,A,A
llama32,full,MQ_0559,step1,0.7751,False,False,True,A,B,C,A
llama32,full,MQ_0198,step1,0.7752,False,False,False,C,A,A,A
llama32,full,MQ_0291,step2&3,0.7757,False,True,False,D,C,D,A
llama32,full,MQ_0163,step2&3,0.7758,False,False,False,B,D,D,D
llama32,full,MQ_0733,step2&3,0.776,False,False,False,D,A,B,B
llama32,full,MQ_0930,step2&3,0.776,False,False,False,D,B,B,B
llama32,full,MQ_0966,step1,0.7765,True,True,False,A,A,A,C
llama32,full,MQ_0983,step2&3,0.7767,False,False,False,D,C,C,C
llama32,full,MQ_0723,step2&3,0.7777,True,True,True,B,B,B,B
llama32,full,MQ_0696,step1,0.778,False,True,False,C,B,C,B
llama32,full,MQ_0042,step1,0.7782,True,False,False,B,B,A,A
llama32,full,MQ_0018,step2&3,0.7787,False,True,False,D,A,D,A
llama32,full,MQ_0871,step2&3,0.7787,True,True,True,B,B,B,B
llama32,full,MQ_0261,step2&3,0.7793,False,False,False,C,A,B,A
llama32,full,MQ_0882,step2&3,0.7796,True,True,True,A,A,A,A
llama32,full,MQ_0623,step2&3,0.7803,False,False,False,D,C,C,C
llama32,full,MQ_0757,step1,0.7807,False,True,True,D,A,D,D
llama32,full,MQ_0342,step2&3,0.7808,False,False,False,A,B,B,B
llama32,full,MQ_0976,step2&3,0.7808,False,False,False,A,C,C,C
llama32,full,MQ_0541,step1,0.7817,True,True,True,C,C,C,C
llama32,full,MQ_0273,step2&3,0.7818,False,False,False,D,B,B,B
llama32,full,MQ_0583,step2&3,0.7822,False,False,False,C,D,D,D
llama32,full,MQ_0294,step2&3,0.7825,False,False,False,A,C,C,C
llama32,full,MQ_0940,step1,0.7826,True,True,True,B,B,B,B
llama32,full,MQ_0353,step2&3,0.7829,True,True,True,D,D,D,D
llama32,full,MQ_0585,step2&3,0.7831,True,True,True,C,C,C,C
llama32,full,MQ_0990,step2&3,0.7833,False,False,False,A,B,D,B
llama32,full,MQ_0481,step2&3,0.7834,True,True,True,B,B,B,B
llama32,full,MQ_0690,step1,0.7835,False,False,False,D,C,C,C
llama32,full,MQ_0478,step2&3,0.7838,False,True,False,D,C,D,C
