model,question_id,dss,correct_alpha,correct_beta,correct_gamma,correct_answer
gemma3_12b,MQ_0680,0.767,True,True,False,C
gemma3_12b,MQ_0690,0.767,True,True,False,D
gemma3_12b,MQ_0715,0.767,True,True,False,D
gemma3_12b,MQ_0721,0.767,True,False,True,D
gemma3_12b,MQ_0747,0.767,True,False,True,D
gemma3_12b,MQ_0755,0.767,True,False,True,D
gemma3_12b,MQ_0758,0.767,False,True,True,C
gemma3_12b,MQ_0774,0.767,False,False,False,B
gemma3_12b,MQ_0793,0.767,True,False,False,D
gemma3_12b,MQ_0794,0.767,True,True,False,D
gemma3_12b,MQ_0814,0.767,True,False,False,D
gemma3_12b,MQ_0815,0.767,True,False,False,D
gemma3_12b,MQ_0817,0.767,False,True,True,D
gemma3_12b,MQ_0820,0.767,False,False,False,B
gemma3_12b,MQ_0860,0.767,False,True,True,C
gemma3_12b,MQ_0862,0.767,True,False,True,D
gemma3_12b,MQ_0887,0.767,True,False,True,C
gemma3_12b,MQ_0892,0.767,True,False,True,C
gemma3_12b,MQ_0901,0.767,False,False,True,C
gemma3_12b,MQ_0917,0.767,False,False,True,D
gemma3_12b,MQ_0921,0.767,True,False,True,C
gemma3_12b,MQ_0923,0.767,False,True,True,C
gemma3_12b,MQ_0946,0.767,False,True,False,D
gemma3_12b,MQ_0948,0.767,True,False,False,C
gemma3_12b,MQ_0963,0.767,True,False,True,D
gemma3_12b,MQ_0966,0.767,False,False,False,A
gemma3_12b,MQ_0971,0.767,True,False,False,D
gemma3_12b,MQ_0983,0.767,False,True,True,D
gemma3_12b,MQ_0002,0.7883,False,False,False,C
gemma3_12b,MQ_0004,0.7883,True,False,True,B
gemma3_12b,MQ_0045,0.7883,True,False,True,D
gemma3_12b,MQ_0046,0.7883,True,False,False,D
gemma3_12b,MQ_0052,0.7883,False,True,True,D
gemma3_12b,MQ_0054,0.7883,True,True,False,B
gemma3_12b,MQ_0083,0.7883,True,False,True,D
gemma3_12b,MQ_0101,0.7883,False,False,False,C
gemma3_12b,MQ_0109,0.7883,True,False,True,B
gemma3_12b,MQ_0119,0.7883,False,True,False,B
gemma3_12b,MQ_0168,0.7883,False,False,False,C
gemma3_12b,MQ_0174,0.7883,True,True,False,D
gemma3_12b,MQ_0185,0.7883,False,True,True,D
gemma3_12b,MQ_0189,0.7883,True,False,False,D
gemma3_12b,MQ_0213,0.7883,True,False,False,D
gemma3_12b,MQ_0227,0.7883,False,True,True,B
gemma3_12b,MQ_0238,0.7883,True,False,False,D
gemma3_12b,MQ_0259,0.7883,True,False,False,D
gemma3_12b,MQ_0299,0.7883,False,False,False,A
gemma3_12b,MQ_0326,0.7883,True,True,False,B
gemma3_12b,MQ_0331,0.7883,False,False,False,C
gemma3_12b,MQ_0338,0.7883,True,True,False,B
gemma3_12b,MQ_0343,0.7883,True,False,True,B
gemma3_12b,MQ_0355,0.7883,False,True,True,D
gemma3_12b,MQ_0360,0.7883,False,True,True,B
gemma3_12b,MQ_0371,0.7883,True,True,False,B
gemma3_12b,MQ_0410,0.7883,False,False,True,B
gemma3_12b,MQ_0447,0.7883,True,False,True,B
gemma3_12b,MQ_0454,0.7883,False,True,True,B
gemma3_12b,MQ_0457,0.7883,True,True,False,D
gemma3_12b,MQ_0467,0.7883,False,True,False,B
gemma3_12b,MQ_0485,0.7883,True,False,True,B
gemma3_12b,MQ_0511,0.7883,False,False,False,C
gemma3_12b,MQ_0527,0.7883,False,False,False,C
gemma3_12b,MQ_0546,0.7883,True,True,False,D
gemma3_12b,MQ_0547,0.7883,False,True,True,B
gemma3_12b,MQ_0554,0.7883,False,False,False,A
gemma3_12b,MQ_0562,0.7883,False,False,True,D
gemma3_12b,MQ_0571,0.7883,True,False,True,B
gemma3_12b,MQ_0572,0.7883,True,True,False,B
gemma3_12b,MQ_0590,0.7883,False,False,True,B
gemma3_12b,MQ_0617,0.7883,True,True,False,D
gemma3_12b,MQ_0625,0.7883,False,False,False,A
gemma3_12b,MQ_0638,0.7883,True,False,True,D
gemma3_12b,MQ_0644,0.7883,True,True,False,D
gemma3_12b,MQ_0672,0.7883,False,True,True,B
gemma3_12b,MQ_0679,0.7883,True,False,True,D
gemma3_12b,MQ_0683,0.7883,False,False,False,C
gemma3_12b,MQ_0685,0.7883,False,False,False,C
gemma3_12b,MQ_0699,0.7883,False,False,False,A
gemma3_12b,MQ_0712,0.7883,True,False,False,B
gemma3_12b,MQ_0714,0.7883,False,False,False,A
gemma3_12b,MQ_0735,0.7883,False,True,False,D
gemma3_12b,MQ_0738,0.7883,True,False,True,B
gemma3_12b,MQ_0749,0.7883,False,False,False,C
gemma3_12b,MQ_0809,0.7883,False,True,True,B
gemma3_12b,MQ_0836,0.7883,False,False,False,C
gemma3_12b,MQ_0837,0.7883,False,True,True,B
gemma3_12b,MQ_0840,0.7883,False,False,False,C
gemma3_12b,MQ_0844,0.7883,False,True,False,B
gemma3_12b,MQ_0845,0.7883,False,False,False,C
gemma3_12b,MQ_0857,0.7883,True,False,False,D
gemma3_12b,MQ_0876,0.7883,True,False,False,D
gemma3_12b,MQ_0889,0.7883,True,False,False,D
gemma3_12b,MQ_0914,0.7883,True,True,False,B
gemma3_12b,MQ_0925,0.7883,False,False,False,A
gemma3_12b,MQ_0930,0.7883,False,True,False,D
gemma3_12b,MQ_0933,0.7883,False,False,False,C
gemma3_12b,MQ_0941,0.7883,True,False,True,D
gemma4_e4b,MQ_0118,0.2423,False,False,False,D
gemma4_e4b,MQ_0289,0.2461,True,False,False,C
gemma4_e4b,MQ_0607,0.2564,False,False,False,C
gemma4_e4b,MQ_0144,0.263,False,False,False,D
gemma4_e4b,MQ_0966,0.2722,True,False,False,A
gemma4_e4b,MQ_0805,0.2959,True,False,True,A
gemma4_e4b,MQ_0659,0.2974,True,False,True,B
gemma4_e4b,MQ_0039,0.3026,True,False,True,D
gemma4_e4b,MQ_0374,0.3583,True,False,True,B
gemma4_e4b,MQ_0885,0.3878,False,True,True,C
gemma4_e4b,MQ_0066,0.5942,True,False,False,C
gemma4_e4b,MQ_0088,0.5942,True,False,False,C
gemma4_e4b,MQ_0348,0.5942,True,False,False,D
gemma4_e4b,MQ_0531,0.5942,False,False,False,B
gemma4_e4b,MQ_0536,0.5942,True,False,False,A
gemma4_e4b,MQ_0542,0.5942,False,False,True,D
gemma4_e4b,MQ_0621,0.5942,True,False,False,D
gemma4_e4b,MQ_0642,0.5942,False,False,True,C
gemma4_e4b,MQ_0685,0.5942,True,False,False,C
gemma4_e4b,MQ_0714,0.5942,True,False,False,A
gemma4_e4b,MQ_0884,0.5942,False,False,True,C
gemma4_e4b,MQ_0005,0.6049,True,False,False,A
gemma4_e4b,MQ_0018,0.6049,False,True,False,D
gemma4_e4b,MQ_0065,0.6049,True,False,False,B
gemma4_e4b,MQ_0085,0.6049,True,False,False,D
gemma4_e4b,MQ_0176,0.6049,True,False,False,A
gemma4_e4b,MQ_0496,0.6049,False,False,True,B
gemma4_e4b,MQ_0687,0.6049,True,False,False,A
gemma4_e4b,MQ_0837,0.6049,True,False,False,B
gemma4_e4b,MQ_0015,0.6644,True,False,False,D
gemma4_e4b,MQ_0052,0.6644,True,False,True,D
gemma4_e4b,MQ_0108,0.6644,True,True,False,D
gemma4_e4b,MQ_0116,0.6644,True,False,True,A
gemma4_e4b,MQ_0169,0.6644,True,False,False,D
gemma4_e4b,MQ_0216,0.6644,False,True,False,D
gemma4_e4b,MQ_0236,0.6644,True,False,True,A
gemma4_e4b,MQ_0262,0.6644,True,False,False,A
gemma4_e4b,MQ_0270,0.6644,True,False,True,A
gemma4_e4b,MQ_0316,0.6644,False,True,True,A
gemma4_e4b,MQ_0339,0.6644,False,True,True,D
gemma4_e4b,MQ_0357,0.6644,False,True,False,D
gemma4_e4b,MQ_0399,0.6644,False,False,False,C
gemma4_e4b,MQ_0400,0.6644,True,False,False,A
gemma4_e4b,MQ_0433,0.6644,True,True,False,A
gemma4_e4b,MQ_0467,0.6644,False,False,False,B
gemma4_e4b,MQ_0478,0.6644,False,True,True,D
gemma4_e4b,MQ_0497,0.6644,False,True,False,A
gemma4_e4b,MQ_0506,0.6644,True,True,False,D
gemma4_e4b,MQ_0514,0.6644,True,False,False,A
gemma4_e4b,MQ_0523,0.6644,True,True,False,D
gemma4_e4b,MQ_0532,0.6644,True,True,False,A
gemma4_e4b,MQ_0534,0.6644,True,False,True,D
gemma4_e4b,MQ_0539,0.6644,False,False,False,C
gemma4_e4b,MQ_0556,0.6644,True,False,True,D
gemma4_e4b,MQ_0638,0.6644,False,True,True,D
gemma4_e4b,MQ_0660,0.6644,False,True,False,D
gemma4_e4b,MQ_0676,0.6644,False,False,True,A
gemma4_e4b,MQ_0725,0.6644,True,False,True,D
gemma4_e4b,MQ_0802,0.6644,False,True,True,D
gemma4_e4b,MQ_0815,0.6644,True,True,False,D
gemma4_e4b,MQ_0838,0.6644,False,True,True,D
gemma4_e4b,MQ_0863,0.6644,True,False,False,A
gemma4_e4b,MQ_0890,0.6644,True,False,True,D
gemma4_e4b,MQ_0896,0.6644,False,False,False,C
gemma4_e4b,MQ_0919,0.6644,False,False,False,B
gemma4_e4b,MQ_0920,0.6644,True,True,False,A
gemma4_e4b,MQ_0923,0.6644,False,False,False,C
gemma4_e4b,MQ_0926,0.6644,True,True,False,A
gemma4_e4b,MQ_0929,0.6644,True,False,True,D
gemma4_e4b,MQ_0933,0.6644,False,False,False,C
gemma4_e4b,MQ_0939,0.6644,True,True,False,D
gemma4_e4b,MQ_0967,0.6644,True,False,False,D
gemma4_e4b,MQ_0997,0.6644,False,True,True,D
gemma4_e4b,MQ_0999,0.6644,True,False,True,A
gemma4_e4b,MQ_0022,0.6729,False,False,True,B
gemma4_e4b,MQ_0138,0.6729,False,False,True,C
gemma4_e4b,MQ_0194,0.6729,False,False,True,C
gemma4_e4b,MQ_0301,0.6729,False,True,False,B
gemma4_e4b,MQ_0473,0.6729,False,False,False,D
gemma4_e4b,MQ_0750,0.6729,False,False,False,D
gemma4_e4b,MQ_0801,0.6729,True,False,False,B
gemma4_e4b,MQ_0845,0.6729,True,False,False,C
gemma4_e4b,MQ_0935,0.6729,False,False,True,A
gemma4_e4b,MQ_0990,0.6729,False,True,False,A
gemma4_e4b,MQ_0333,0.6935,False,True,False,C
gemma4_e4b,MQ_0363,0.6935,False,True,False,B
gemma4_e4b,MQ_0435,0.6935,False,False,True,D
gemma4_e4b,MQ_0441,0.6935,True,False,False,C
gemma4_e4b,MQ_0511,0.6935,True,False,False,C
gemma4_e4b,MQ_0576,0.6935,False,False,True,D
gemma4_e4b,MQ_0747,0.6935,False,False,True,D
gemma4_e4b,MQ_0795,0.6935,False,False,True,D
gemma4_e4b,MQ_0827,0.6935,False,True,False,D
gemma4_e4b,MQ_0903,0.6935,True,False,False,D
gemma4_e4b,MQ_0946,0.6935,False,True,False,D
gemma4_e4b,MQ_0011,0.757,True,False,True,C
gemma4_e4b,MQ_0016,0.757,False,False,False,D
gemma4_e4b,MQ_0034,0.757,False,False,False,B
gemma4_e4b,MQ_0055,0.757,True,True,False,A
gemma4_e4b,MQ_0084,0.757,False,True,False,A
gemma4_e4b,MQ_0097,0.757,True,True,False,C
gemma4_e4b,MQ_0107,0.757,False,False,False,B
gemma4_e4b,MQ_0143,0.757,True,False,False,C
gemma4_e4b,MQ_0165,0.757,False,False,False,D
gemma4_e4b,MQ_0168,0.757,False,False,True,C
gemma4_e4b,MQ_0188,0.757,True,False,True,A
gemma4_e4b,MQ_0196,0.757,True,False,False,A
gemma4_e4b,MQ_0198,0.757,False,True,True,C
gemma4_e4b,MQ_0205,0.757,True,True,False,C
gemma4_e4b,MQ_0245,0.757,False,False,False,D
gemma4_e4b,MQ_0252,0.757,False,False,False,D
gemma4_e4b,MQ_0253,0.757,True,True,False,C
gemma4_e4b,MQ_0288,0.757,True,True,False,A
gemma4_e4b,MQ_0292,0.757,True,False,False,C
gemma4_e4b,MQ_0314,0.757,False,True,True,C
gemma4_e4b,MQ_0366,0.757,True,False,True,A
gemma4_e4b,MQ_0369,0.757,False,True,True,A
gemma4_e4b,MQ_0378,0.757,True,False,False,A
gemma4_e4b,MQ_0379,0.757,False,False,False,D
gemma4_e4b,MQ_0406,0.757,True,True,False,C
gemma4_e4b,MQ_0415,0.757,True,False,True,C
gemma4_e4b,MQ_0416,0.757,False,True,True,C
gemma4_e4b,MQ_0422,0.757,True,False,False,C
gemma4_e4b,MQ_0432,0.757,False,True,True,A
gemma4_e4b,MQ_0438,0.757,True,True,False,A
gemma4_e4b,MQ_0450,0.757,True,False,True,C
gemma4_e4b,MQ_0455,0.757,False,True,True,C
gemma4_e4b,MQ_0460,0.757,True,False,False,A
gemma4_e4b,MQ_0474,0.757,True,False,True,A
gemma4_e4b,MQ_0484,0.757,True,False,False,A
gemma4_e4b,MQ_0510,0.757,True,False,True,C
gemma4_e4b,MQ_0516,0.757,False,False,True,C
gemma4_e4b,MQ_0528,0.757,True,True,False,C
gemma4_e4b,MQ_0540,0.757,True,False,False,A
gemma4_e4b,MQ_0543,0.757,True,False,True,C
gemma4_e4b,MQ_0557,0.757,False,True,False,A
gemma4_e4b,MQ_0563,0.757,False,True,False,C
gemma4_e4b,MQ_0564,0.757,True,True,False,C
gemma4_e4b,MQ_0569,0.757,True,False,True,A
gemma4_e4b,MQ_0575,0.757,True,False,False,A
gemma4_e4b,MQ_0582,0.757,False,True,True,A
gemma4_e4b,MQ_0585,0.757,False,True,True,C
gemma4_e4b,MQ_0594,0.757,True,False,False,C
gemma4_e4b,MQ_0605,0.757,False,False,False,B
gemma4_e4b,MQ_0614,0.757,True,True,False,C
gemma4_e4b,MQ_0662,0.757,True,False,True,C
gemma4_e4b,MQ_0667,0.757,True,False,False,C
gemma4_e4b,MQ_0669,0.757,False,True,False,A
gemma4_e4b,MQ_0673,0.757,True,False,True,C
gemma4_e4b,MQ_0709,0.757,True,True,False,C
gemma4_e4b,MQ_0710,0.757,False,False,False,D
gemma4_e4b,MQ_0729,0.757,False,True,False,C
gemma4_e4b,MQ_0736,0.757,False,True,True,C
gemma4_e4b,MQ_0760,0.757,False,True,False,A
gemma4_e4b,MQ_0771,0.757,False,False,True,C
gemma4_e4b,MQ_0782,0.757,False,False,False,B
gemma4_e4b,MQ_0793,0.757,False,False,False,D
gemma4_e4b,MQ_0798,0.757,True,False,False,C
gemma4_e4b,MQ_0813,0.757,False,False,False,B
gemma4_e4b,MQ_0854,0.757,True,False,False,C
gemma4_e4b,MQ_0856,0.757,False,True,False,A
gemma4_e4b,MQ_0860,0.757,False,True,True,C
gemma4_e4b,MQ_0867,0.757,True,False,False,A
gemma4_e4b,MQ_0879,0.757,True,False,False,A
gemma4_e4b,MQ_0886,0.757,False,True,False,C
gemma4_e4b,MQ_0895,0.757,True,True,False,C
gemma4_e4b,MQ_0897,0.757,True,False,True,C
gemma4_e4b,MQ_0900,0.757,False,False,False,D
gemma4_e4b,MQ_0922,0.757,False,False,True,A
gemma4_e4b,MQ_0938,0.757,True,False,True,A
gemma4_e4b,MQ_0954,0.757,True,False,False,C
gemma4_e4b,MQ_0978,0.757,False,True,True,C
gemma4_e4b,MQ_0989,0.757,True,False,False,C
gemma4_e4b,MQ_0993,0.757,True,False,False,A
gemma4_e4b,MQ_0027,0.7571,True,False,True,B
gemma4_e4b,MQ_0028,0.7571,False,False,False,D
gemma4_e4b,MQ_0062,0.7571,False,True,False,A
gemma4_e4b,MQ_0069,0.7571,False,True,True,A
gemma4_e4b,MQ_0110,0.7571,False,False,False,D
gemma4_e4b,MQ_0139,0.7571,False,True,True,A
gemma4_e4b,MQ_0167,0.7571,False,False,False,D
gemma4_e4b,MQ_0170,0.7571,False,False,False,D
gemma4_e4b,MQ_0174,0.7571,False,False,False,D
gemma4_e4b,MQ_0187,0.7571,True,True,False,A
gemma4_e4b,MQ_0206,0.7571,False,False,True,B
gemma4_e4b,MQ_0209,0.7571,True,True,False,A
gemma4_e4b,MQ_0225,0.7571,False,False,False,D
gemma4_e4b,MQ_0242,0.7571,False,False,False,C
gemma4_e4b,MQ_0247,0.7571,True,True,False,A
gemma4_e4b,MQ_0265,0.7571,True,False,False,A
gemma4_e4b,MQ_0268,0.7571,True,True,False,A
gemma4_e4b,MQ_0271,0.7571,False,True,True,A
gemma4_e4b,MQ_0273,0.7571,False,False,False,D
gemma4_e4b,MQ_0281,0.7571,False,True,True,B
gemma4_e4b,MQ_0299,0.7571,True,True,False,A
gemma4_e4b,MQ_0300,0.7571,True,False,False,B
gemma4_e4b,MQ_0327,0.7571,False,True,True,A
gemma4_e4b,MQ_0342,0.7571,True,False,False,A
gemma4_e4b,MQ_0343,0.7571,True,True,False,B
gemma4_e4b,MQ_0358,0.7571,False,False,True,A
gemma4_e4b,MQ_0360,0.7571,False,True,True,B
gemma4_e4b,MQ_0364,0.7571,True,False,True,A
gemma4_e4b,MQ_0365,0.7571,True,False,False,B
gemma4_e4b,MQ_0371,0.7571,False,True,False,B
gemma4_e4b,MQ_0389,0.7571,False,False,False,D
gemma4_e4b,MQ_0398,0.7571,False,True,False,A
gemma4_e4b,MQ_0402,0.7571,True,False,False,A
gemma4_e4b,MQ_0468,0.7571,False,True,True,A
gemma4_e4b,MQ_0471,0.7571,True,False,False,A
gemma4_e4b,MQ_0479,0.7571,True,False,True,B
gemma4_e4b,MQ_0480,0.7571,False,True,True,B
gemma4_e4b,MQ_0481,0.7571,True,False,False,B
gemma4_e4b,MQ_0500,0.7571,False,False,False,D
gemma4_e4b,MQ_0503,0.7571,True,True,False,A
gemma4_e4b,MQ_0513,0.7571,False,False,False,D
gemma4_e4b,MQ_0525,0.7571,True,False,False,A
gemma4_e4b,MQ_0530,0.7571,True,False,True,B
gemma4_e4b,MQ_0550,0.7571,False,True,False,B
gemma4_e4b,MQ_0553,0.7571,False,False,False,C
gemma4_e4b,MQ_0566,0.7571,False,True,True,A
gemma4_e4b,MQ_0577,0.7571,True,False,False,B
gemma4_e4b,MQ_0579,0.7571,True,True,False,A
gemma4_e4b,MQ_0580,0.7571,True,False,False,B
gemma4_e4b,MQ_0593,0.7571,True,True,False,B
gemma4_e4b,MQ_0603,0.7571,False,False,False,D
gemma4_e4b,MQ_0620,0.7571,True,False,False,A
gemma4_e4b,MQ_0626,0.7571,False,False,True,B
gemma4_e4b,MQ_0641,0.7571,False,True,False,A
gemma4_e4b,MQ_0657,0.7571,True,False,False,B
gemma4_e4b,MQ_0684,0.7571,True,False,True,A
gemma4_e4b,MQ_0700,0.7571,False,True,True,B
gemma4_e4b,MQ_0702,0.7571,True,False,True,B
gemma4_e4b,MQ_0713,0.7571,True,True,False,A
gemma4_e4b,MQ_0723,0.7571,True,False,True,B
gemma4_e4b,MQ_0726,0.7571,True,False,False,A
gemma4_e4b,MQ_0740,0.7571,True,True,False,A
gemma4_e4b,MQ_0762,0.7571,False,False,False,C
gemma4_e4b,MQ_0789,0.7571,True,True,False,A
gemma4_e4b,MQ_0792,0.7571,True,False,True,B
gemma4_e4b,MQ_0809,0.7571,True,False,True,B
gemma4_e4b,MQ_0810,0.7571,False,True,False,A
gemma4_e4b,MQ_0825,0.7571,False,True,False,A
gemma4_e4b,MQ_0848,0.7571,False,True,True,A
gemma4_e4b,MQ_0851,0.7571,True,False,False,A
gemma4_e4b,MQ_0859,0.7571,True,True,False,A
gemma4_e4b,MQ_0878,0.7571,False,False,False,C
gemma4_e4b,MQ_0881,0.7571,True,False,True,A
gemma4_e4b,MQ_0898,0.7571,True,False,True,A
gemma4_e4b,MQ_0917,0.7571,False,False,False,D
gemma4_e4b,MQ_0945,0.7571,False,False,True,A
gemma4_e4b,MQ_0961,0.7571,True,True,False,A
gemma4_e4b,MQ_0985,0.7571,True,False,True,A
gemma4_e4b,MQ_0017,0.767,True,False,True,D
gemma4_e4b,MQ_0020,0.767,True,False,False,D
gemma4_e4b,MQ_0023,0.767,False,False,False,A
gemma4_e4b,MQ_0035,0.767,False,False,False,A
gemma4_e4b,MQ_0037,0.767,True,False,True,C
gemma4_e4b,MQ_0063,0.767,False,False,False,B
gemma4_e4b,MQ_0080,0.767,False,True,False,D
gemma4_e4b,MQ_0090,0.767,True,False,True,D
gemma4_e4b,MQ_0093,0.767,False,False,False,B
gemma4_e4b,MQ_0115,0.767,False,False,False,A
gemma4_e4b,MQ_0121,0.767,False,False,True,D
gemma4_e4b,MQ_0158,0.767,False,False,True,C
gemma4_e4b,MQ_0229,0.767,True,False,True,D
gemma4_e4b,MQ_0237,0.767,False,True,False,C
gemma4_e4b,MQ_0264,0.767,True,True,False,D
gemma4_e4b,MQ_0285,0.767,False,True,False,C
gemma4_e4b,MQ_0298,0.767,False,False,False,A
gemma4_e4b,MQ_0330,0.767,False,False,False,B
gemma4_e4b,MQ_0377,0.767,False,False,False,A
gemma4_e4b,MQ_0384,0.767,True,False,True,C
gemma4_e4b,MQ_0386,0.767,False,True,True,D
gemma4_e4b,MQ_0391,0.767,True,False,False,C
gemma4_e4b,MQ_0414,0.767,True,False,True,C
gemma4_e4b,MQ_0431,0.767,True,False,True,D
gemma4_e4b,MQ_0443,0.767,True,True,False,D
gemma4_e4b,MQ_0535,0.767,True,False,True,D
gemma4_e4b,MQ_0583,0.767,False,False,True,C
gemma4_e4b,MQ_0584,0.767,True,False,False,C
gemma4_e4b,MQ_0589,0.767,False,False,False,A
gemma4_e4b,MQ_0591,0.767,True,False,True,C
gemma4_e4b,MQ_0592,0.767,True,True,False,C
gemma4_e4b,MQ_0639,0.767,False,False,False,A
gemma4_e4b,MQ_0663,0.767,True,True,False,D
gemma4_e4b,MQ_0680,0.767,True,True,False,C
gemma4_e4b,MQ_0690,0.767,True,True,False,D
gemma4_e4b,MQ_0724,0.767,False,True,True,D
gemma4_e4b,MQ_0748,0.767,True,True,False,C
gemma4_e4b,MQ_0755,0.767,True,False,False,D
gemma4_e4b,MQ_0758,0.767,True,False,False,C
gemma4_e4b,MQ_0763,0.767,False,True,True,C
gemma4_e4b,MQ_0768,0.767,False,True,True,D
gemma4_e4b,MQ_0777,0.767,True,False,False,C
gemma4_e4b,MQ_0807,0.767,False,True,True,C
gemma4_e4b,MQ_0814,0.767,False,False,True,D
gemma4_e4b,MQ_0833,0.767,False,True,True,D
gemma4_e4b,MQ_0862,0.767,True,False,False,D
gemma4_e4b,MQ_0864,0.767,True,True,False,C
gemma4_e4b,MQ_0892,0.767,True,False,False,C
gemma4_e4b,MQ_0893,0.767,True,True,False,C
gemma4_e4b,MQ_0925,0.767,False,False,False,A
gemma4_e4b,MQ_0948,0.767,True,True,False,C
gemma4_e4b,MQ_0953,0.767,True,True,False,C
gemma4_e4b,MQ_0963,0.767,True,False,True,D
gemma4_e4b,MQ_0970,0.767,True,True,False,D
gemma4_e4b,MQ_0971,0.767,True,False,False,D
gemma4_e4b,MQ_0998,0.767,True,True,False,D
gemma4_e4b,MQ_0009,0.7883,False,True,True,D
gemma4_e4b,MQ_0014,0.7883,True,False,False,D
gemma4_e4b,MQ_0038,0.7883,False,True,True,B
gemma4_e4b,MQ_0041,0.7883,False,True,True,D
gemma4_e4b,MQ_0046,0.7883,True,False,False,D
gemma4_e4b,MQ_0070,0.7883,False,False,True,B
gemma4_e4b,MQ_0076,0.7883,True,False,False,D
gemma4_e4b,MQ_0109,0.7883,True,False,True,B
gemma4_e4b,MQ_0119,0.7883,True,True,False,B
gemma4_e4b,MQ_0132,0.7883,False,True,True,D
gemma4_e4b,MQ_0154,0.7883,False,False,False,A
gemma4_e4b,MQ_0186,0.7883,True,False,False,B
gemma4_e4b,MQ_0189,0.7883,True,False,False,D
gemma4_e4b,MQ_0191,0.7883,True,True,False,D
gemma4_e4b,MQ_0195,0.7883,False,False,False,C
gemma4_e4b,MQ_0223,0.7883,True,False,True,D
gemma4_e4b,MQ_0228,0.7883,False,False,False,A
gemma4_e4b,MQ_0248,0.7883,False,False,False,A
gemma4_e4b,MQ_0290,0.7883,True,False,False,D
gemma4_e4b,MQ_0291,0.7883,True,True,False,D
gemma4_e4b,MQ_0302,0.7883,False,False,False,A
gemma4_e4b,MQ_0326,0.7883,True,True,False,B
gemma4_e4b,MQ_0412,0.7883,True,True,False,D
gemma4_e4b,MQ_0417,0.7883,False,False,False,C
gemma4_e4b,MQ_0430,0.7883,False,True,False,D
gemma4_e4b,MQ_0437,0.7883,False,True,True,B
gemma4_e4b,MQ_0454,0.7883,False,True,False,B
gemma4_e4b,MQ_0457,0.7883,True,False,False,D
gemma4_e4b,MQ_0527,0.7883,False,False,False,C
gemma4_e4b,MQ_0554,0.7883,False,False,False,A
gemma4_e4b,MQ_0570,0.7883,True,True,False,D
gemma4_e4b,MQ_0571,0.7883,True,False,False,B
gemma4_e4b,MQ_0612,0.7883,False,True,False,D
gemma4_e4b,MQ_0622,0.7883,True,True,False,B
gemma4_e4b,MQ_0628,0.7883,False,True,False,D
gemma4_e4b,MQ_0631,0.7883,False,False,True,D
gemma4_e4b,MQ_0653,0.7883,True,False,True,D
gemma4_e4b,MQ_0656,0.7883,False,False,False,C
gemma4_e4b,MQ_0712,0.7883,True,False,True,B
gemma4_e4b,MQ_0744,0.7883,True,False,False,D
gemma4_e4b,MQ_0769,0.7883,True,False,False,D
gemma4_e4b,MQ_0788,0.7883,False,False,False,C
gemma4_e4b,MQ_0839,0.7883,True,True,False,B
gemma4_e4b,MQ_0840,0.7883,False,False,False,C
gemma4_e4b,MQ_0857,0.7883,True,False,False,D
gemma4_e4b,MQ_0868,0.7883,True,False,True,B
gemma4_e4b,MQ_0902,0.7883,True,True,False,D
gemma4_e4b,MQ_0941,0.7883,True,True,False,D
llama31,MQ_0011,0.182,True,False,False,C
llama31,MQ_0060,0.1859,False,False,True,C
llama31,MQ_0247,0.1906,True,True,False,A
llama31,MQ_0170,0.2087,False,False,False,D
llama31,MQ_0165,0.2217,False,False,False,D
llama31,MQ_0118,0.2396,False,False,False,D
llama31,MQ_0619,0.2404,False,False,True,D
llama31,MQ_0374,0.2486,False,False,True,B
llama31,MQ_0925,0.2555,False,False,True,A
llama31,MQ_0158,0.3055,True,False,True,C
llama31,MQ_0611,0.3107,False,False,False,B
llama31,MQ_0805,0.3326,True,False,True,A
llama31,MQ_0696,0.3327,True,False,True,C
llama31,MQ_0407,0.3417,True,False,True,D
llama31,MQ_0039,0.3453,True,True,True,D
llama31,MQ_0773,0.3499,False,True,True,D
llama31,MQ_0423,0.3535,True,True,True,A
llama31,MQ_0935,0.3566,True,True,True,A
llama31,MQ_0132,0.3593,False,True,True,D
llama31,MQ_0762,0.4043,True,False,True,C
llama31,MQ_0384,0.4064,True,True,False,C
llama31,MQ_0020,0.5942,True,False,False,D
llama31,MQ_0144,0.5942,False,False,True,D
llama31,MQ_0370,0.5942,False,False,True,D
llama31,MQ_0501,0.5942,True,False,False,C
llama31,MQ_0556,0.5942,False,False,True,D
llama31,MQ_0606,0.5942,True,False,False,D
llama31,MQ_0617,0.5942,False,True,False,D
llama31,MQ_0632,0.5942,False,True,False,A
llama31,MQ_0647,0.5942,False,False,True,D
llama31,MQ_0721,0.5942,True,False,False,D
llama31,MQ_0831,0.5942,True,False,False,A
llama31,MQ_0900,0.5942,False,False,True,D
llama31,MQ_0946,0.5942,False,True,False,D
llama31,MQ_0997,0.5942,True,False,False,D
llama31,MQ_0109,0.6049,True,False,False,B
llama31,MQ_0256,0.6049,False,False,True,D
llama31,MQ_0291,0.6049,False,True,False,D
llama31,MQ_0404,0.6049,True,False,False,B
llama31,MQ_0467,0.6049,True,False,False,B
llama31,MQ_0468,0.6049,False,True,False,A
llama31,MQ_0493,0.6049,False,False,False,C
llama31,MQ_0586,0.6049,False,True,False,A
llama31,MQ_0622,0.6049,True,False,False,B
llama31,MQ_0839,0.6049,True,False,False,B
